position,champion,avg_kills,avg_deaths,avg_assists,avg_kda,avg_damage,avg_tanking,avg_vision,avg_gold,avg_cs,avg_time,avg_solokills,DPM,GPM,VSPM,DTM
TOP,바이,5.61,5.72,4.06,2.52,18378.2778,21321.6667,21.5,10788.2778,180.3333,1559.78,2.0,706.96,414.99,0.83,820.18
BOTTOM,키아나,9.0,5.73,6.46,5.85,25532.6923,23337.0,23.3077,12298.8846,174.8077,1541.46,0.35,993.84,478.72,0.91,908.37
TOP,브라이어,6.08,10.31,4.46,1.63,23617.3846,38298.7692,24.2308,11146.6154,173.8462,1713.54,3.0,826.97,390.3,0.85,1341.04
BOTTOM,르블랑,24.0,2.0,5.0,14.5,41955.0,28599.0,40.0,20500.0,258.0,1972.0,8.0,1276.52,623.73,1.22,870.15
TOP,아펠리오스,3.67,9.67,2.67,0.66,15403.3333,20998.0,13.6667,8882.6667,152.0,1392.33,1.33,663.78,382.78,0.59,904.87
UTILITY,요릭,1.0,2.0,8.0,5.0,8886.0,11361.0,61.6667,7090.3333,46.3333,1324.0,0.33,402.69,321.31,2.79,514.85
UTILITY,오른,2.3,4.9,8.2,4.59,10787.0,20921.1,69.7,7317.9,32.2,1411.6,0.3,458.5,311.05,2.96,889.25
BOTTOM,모르가나,5.0,11.0,13.0,1.64,22399.0,34050.0,23.0,12537.0,175.0,1884.0,2.0,713.34,399.27,0.73,1084.39
TOP,세나,3.67,4.2,12.2,5.55,23299.2,22483.2667,32.1333,11408.6,192.7333,1738.87,0.73,803.94,393.66,1.11,775.79
UTILITY,다리우스,4.0,7.33,10.67,2.07,9874.0,36334.3333,131.6667,9983.0,45.6667,2046.67,0.0,289.47,292.66,3.86,1065.18
BOTTOM,카르마,4.67,8.33,10.67,1.9,19401.3333,23423.0,12.6667,11004.3333,177.3333,1537.0,0.67,757.37,429.58,0.49,914.37
TOP,벡스,5.55,4.0,8.64,6.67,24353.8182,15568.9091,26.2727,11226.9091,201.0,1657.09,0.91,881.8,406.5,0.95,563.72
BOTTOM,비에고,10.0,4.73,6.0,5.19,22487.7273,25422.4545,22.8182,14324.5455,203.5455,1690.73,0.27,798.04,508.34,0.81,902.18
UTILITY,가렌,2.25,8.0,7.25,1.35,11187.25,29499.75,94.25,9094.5,53.0,1778.0,0.0,377.52,306.9,3.18,995.49
TOP,타릭,2.0,9.0,12.75,1.75,13237.5,36999.0,23.75,9902.75,150.5,1842.5,0.25,431.07,322.48,0.77,1204.85
TOP,베이가,5.23,4.77,5.15,2.73,22391.4615,19631.3846,33.4615,11835.7692,219.0,1729.08,1.0,777.0,410.71,1.16,681.22
BOTTOM,아지르,4.83,4.0,6.17,3.0,17240.6667,17308.6667,19.6667,10051.1667,173.0,1422.83,0.0,727.03,423.85,0.83,729.9
UTILITY,스몰더,0.0,3.5,5.0,1.54,8418.0,11182.0,59.0,5532.5,39.5,1208.0,0.0,418.11,274.79,2.93,555.4
BOTTOM,사이온,0.0,5.0,7.0,1.4,5968.0,25035.0,23.0,6956.0,136.0,1214.0,0.0,294.96,343.79,1.14,1237.31
UTILITY,사이온,3.17,7.83,11.14,2.07,13340.4828,30691.1724,78.5172,8617.7931,38.4828,1621.93,0.17,493.5,318.8,2.9,1135.36
TOP,멜,4.0,6.33,3.33,1.14,14811.3333,15705.0,16.0,8347.0,158.6667,1390.33,0.33,639.18,360.22,0.69,677.75
BOTTOM,가렌,1.5,4.5,1.0,0.5,4064.0,13322.5,14.0,5273.0,68.0,1133.0,0.5,215.22,279.24,0.74,705.52
JUNGLE,진,2.5,1.5,4.0,3.75,10706.0,16259.0,27.0,9836.0,184.0,1499.0,0.0,428.53,393.7,1.08,650.79
UTILITY,아이번,0.95,5.48,19.81,6.18,7585.6667,16739.0476,62.2381,8401.381,28.1429,1616.9,0.05,281.49,311.76,2.31,621.15
JUNGLE,이즈리얼,2.67,3.67,5.33,2.56,9879.3333,14591.0,16.6667,7488.3333,119.6667,1127.0,0.67,525.96,398.67,0.89,776.81
BOTTOM,자크,3.0,6.0,5.0,1.33,9350.0,31505.0,14.0,8034.0,120.0,1369.0,0.0,409.79,352.11,0.61,1380.79
BOTTOM,다리우스,6.0,14.0,6.0,0.86,16223.0,47880.0,24.0,12557.0,183.0,1849.0,1.0,526.44,407.47,0.78,1553.7
BOTTOM,라이즈,7.5,6.33,6.17,2.24,27849.1667,29605.5,21.6667,14919.1667,253.6667,1816.17,0.83,920.04,492.88,0.72,978.07
UTILITY,신드라,4.09,5.23,8.55,3.39,20374.7273,16335.3182,80.5909,9500.3182,51.6364,1638.77,1.0,745.98,347.83,2.95,598.08
UTILITY,피오라,3.0,3.75,8.5,3.88,14169.5,18338.25,72.0,7730.5,29.75,1363.25,0.25,623.63,340.24,3.17,807.11
TOP,시비르,6.0,11.0,5.0,1.0,16329.0,27828.0,28.0,14833.0,239.0,1751.0,3.0,559.53,508.27,0.96,953.56
JUNGLE,트위치,10.91,7.36,7.0,2.83,25369.5455,22816.3636,27.8182,13569.6364,168.0,1654.36,1.73,920.1,492.14,1.01,827.5
BOTTOM,브랜드,5.82,5.45,9.82,3.36,24368.3636,19113.6364,23.5455,11869.6364,189.1818,1561.0,0.82,936.64,456.23,0.91,734.67
UTILITY,클레드,2.33,6.0,8.56,1.8,12187.5556,28317.5556,76.5556,8042.7778,43.0,1545.22,0.33,473.24,312.3,2.97,1099.55
JUNGLE,가렌,2.0,2.0,0.0,1.0,2082.0,13816.0,16.0,8198.0,170.0,1273.0,0.0,98.13,386.39,0.75,651.19
UTILITY,칼리스타,5.67,6.67,15.0,3.86,21555.3333,22165.3333,82.6667,10872.6667,46.3333,1630.67,0.67,793.12,400.06,3.04,815.57
BOTTOM,람머스,5.5,6.0,6.5,1.94,15082.0,27499.0,18.0,11523.5,146.5,1511.0,0.0,598.89,457.58,0.71,1091.95
MIDDLE,벨베스,5.88,5.25,7.5,4.34,20312.0,34610.125,26.125,12211.25,205.875,1748.38,1.25,697.06,419.06,0.9,1187.74
TOP,진,5.0,4.67,3.33,1.83,16963.0,17020.3333,19.0,10180.0,172.6667,1452.0,0.67,700.95,420.66,0.79,703.32
UTILITY,카타리나,8.6,8.2,10.4,3.02,20212.2,22102.4,72.4,10550.2,55.4,1572.6,0.6,771.16,402.53,2.76,843.28
BOTTOM,오로라,4.67,4.0,5.44,4.36,23389.6667,18486.7778,26.1111,10975.6667,187.0,1552.67,0.44,903.85,424.13,1.01,714.39
UTILITY,미스 포츈,2.4,5.6,11.2,2.35,17189.4,18068.0,100.0,8795.2,39.8,1663.8,0.4,619.88,317.17,3.61,651.57
UTILITY,그레이브즈,0.0,9.0,0.0,0.0,5151.0,24220.0,60.0,5605.0,26.0,1418.0,0.0,217.95,237.17,2.54,1024.82
JUNGLE,모데카이저,7.62,4.9,5.62,4.85,21157.7143,33352.4762,30.381,12476.8571,189.6667,1629.71,1.38,778.95,459.35,1.12,1227.91
UTILITY,아크샨,6.0,4.6,5.4,3.3,16066.7,14480.7,76.8,9542.0,36.3,1566.7,0.9,615.31,365.43,2.94,554.57
TOP,이블린,3.88,5.88,3.38,1.93,17511.25,20826.375,23.75,8761.5,142.625,1582.25,1.75,664.04,332.24,0.9,789.75
TOP,유나라,3.0,10.0,7.0,1.0,33152.0,31881.0,49.0,13626.0,283.0,2191.0,2.0,907.86,373.14,1.34,873.05
MIDDLE,탐 켄치,3.83,6.0,8.67,3.02,15086.8333,32466.3333,31.3333,9428.3333,146.6667,1606.33,1.5,563.53,352.17,1.17,1212.69
MIDDLE,나르,5.4,5.27,7.8,3.72,22271.7333,27462.2,21.5333,11221.2,198.5333,1661.33,1.73,804.36,405.26,0.78,991.81
BOTTOM,피들스틱,4.0,5.0,5.0,1.8,11498.0,19263.0,35.0,9280.0,179.0,1326.0,0.0,520.27,419.91,1.58,871.63
MIDDLE,징크스,2.25,2.5,0.5,1.76,5508.0,6923.75,8.75,6615.25,137.75,918.5,0.5,359.8,432.13,0.57,452.29
TOP,쉬바나,2.57,9.71,3.0,0.52,21874.0,35001.1429,27.4286,11355.1429,212.1429,1543.14,1.71,850.5,441.51,1.07,1360.9
UTILITY,모데카이저,4.4,9.2,5.8,1.26,16014.0,30535.0,64.0,8626.0,34.8,1575.6,0.6,609.82,328.48,2.44,1162.8
UTILITY,트린다미어,1.83,7.83,5.67,1.14,7310.3333,23713.8333,40.8333,6591.6667,41.1667,1338.67,0.33,327.65,295.44,1.83,1062.87
BOTTOM,갈리오,2.0,7.0,24.0,3.71,18539.0,35291.0,30.0,13274.0,192.0,2032.0,0.0,547.41,391.95,0.89,1042.06
JUNGLE,타릭,2.0,4.0,11.5,3.92,7337.5,20576.5,19.5,7881.0,118.5,1263.0,0.0,348.57,374.39,0.93,977.51
UTILITY,아트록스,4.5,7.75,7.75,2.01,16769.75,25962.5,66.5,8545.25,38.0,1494.25,0.25,673.37,343.13,2.67,1042.5
TOP,브랜드,3.53,5.65,6.0,2.48,22721.1176,21405.8824,27.4118,9799.7647,180.6471,1681.06,1.12,810.96,349.77,0.98,764.01
BOTTOM,말자하,7.0,6.25,8.75,2.52,32038.5,20553.0,26.0,15087.0,253.25,1829.25,1.0,1050.87,494.86,0.85,674.15
JUNGLE,베인,4.57,6.86,2.86,1.11,14513.7143,21468.5714,27.1429,10586.4286,174.8571,1495.57,1.0,582.27,424.71,1.09,861.29
TOP,제리,5.0,7.67,3.67,1.18,23659.8333,28507.0,26.1667,12258.5,217.3333,1621.33,0.67,875.57,453.65,0.97,1054.95
JUNGLE,피즈,3.43,5.0,4.29,2.56,11068.5714,21852.1429,27.8571,9638.0,146.8571,1480.57,0.71,448.55,390.58,1.13,885.56
MIDDLE,소라카,1.33,5.67,8.0,2.58,8567.6667,18275.0,27.0,7905.0,138.3333,1539.0,0.33,334.02,308.19,1.05,712.48
MIDDLE,마오카이,2.5,4.5,3.5,2.46,14189.0,31783.5,22.0,8414.5,185.5,1418.5,0.0,600.17,355.92,0.93,1344.38
TOP,헤카림,2.0,5.0,1.5,0.58,10076.0,19057.5,22.0,6858.5,138.0,1280.0,1.0,472.31,321.49,1.03,893.32
UTILITY,사미라,1.0,8.0,4.0,0.62,5567.0,11387.0,20.0,4660.0,18.0,919.0,0.0,363.46,304.24,1.31,743.44
UTILITY,그웬,1.0,5.0,3.0,0.8,12192.0,24812.0,76.0,7696.0,40.0,1779.0,0.0,411.2,259.56,2.56,836.83
MIDDLE,볼리베어,3.5,5.88,5.88,3.17,16158.5,29342.0,17.875,9775.625,175.375,1525.75,1.12,635.43,384.43,0.7,1153.87
UTILITY,워윅,1.0,5.0,1.0,0.4,3111.0,11541.0,60.0,5515.0,33.0,1145.0,0.0,163.02,289.0,3.14,604.77
TOP,블리츠크랭크,0.0,3.0,2.0,0.67,3502.0,7096.0,4.0,3669.0,67.0,912.0,0.0,230.39,241.38,0.26,466.84
MIDDLE,샤코,3.0,4.0,5.0,2.0,9836.0,11769.0,9.0,5944.0,76.0,1351.0,0.0,436.83,263.98,0.4,522.68
BOTTOM,사일러스,6.0,11.25,8.25,1.2,20408.75,32301.0,18.0,11531.5,160.25,1639.25,0.75,747.0,422.08,0.66,1182.28
UTILITY,우르곳,4.5,13.0,5.5,0.81,10852.0,33624.5,83.5,8708.0,31.5,1753.0,0.0,371.43,298.05,2.86,1150.87
MIDDLE,엘리스,10.67,11.67,4.67,1.36,39770.6667,39807.3333,30.3333,15544.3333,185.6667,2004.0,5.0,1190.74,465.4,0.91,1191.84
JUNGLE,애쉬,7.0,2.0,24.0,15.5,20676.0,24465.0,32.0,13782.0,250.0,2005.0,1.0,618.73,412.43,0.96,732.12
JUNGLE,나서스,6.38,5.38,4.88,2.22,21860.125,36366.5,36.75,12543.375,185.25,1718.12,1.62,763.39,438.04,1.28,1269.98
TOP,카직스,2.0,4.0,0.0,0.5,6673.0,9630.0,5.0,4837.0,50.0,955.0,1.0,419.25,303.9,0.31,605.03
BOTTOM,리산드라,0.0,7.0,5.0,0.71,10847.0,26803.0,20.0,9431.0,193.0,1645.0,0.0,395.64,343.99,0.73,977.62
UTILITY,다이애나,3.0,5.5,11.0,2.5,17687.0,18334.5,66.0,8185.0,48.5,1375.0,0.5,771.8,357.16,2.88,800.05
TOP,아우렐리온 솔,4.25,7.25,9.25,3.7,18907.5,23446.25,26.0,9797.25,176.25,1691.75,2.0,670.58,347.47,0.92,831.55
JUNGLE,바드,0.0,3.0,2.0,0.67,1740.0,10148.0,17.0,4567.0,86.0,913.0,0.0,114.35,300.13,1.12,666.9
UTILITY,티모,3.56,5.78,9.44,2.48,18833.2222,16544.5556,83.3333,8890.8889,48.3333,1585.0,0.22,712.93,336.56,3.15,626.29
JUNGLE,신지드,4.0,6.67,9.0,1.79,11896.6667,24777.3333,17.3333,8862.6667,128.0,1374.0,0.33,519.51,387.02,0.76,1081.98
BOTTOM,제이스,7.5,10.5,6.0,1.25,32648.5,28407.5,35.0,15718.0,228.0,1876.5,2.5,1043.92,502.57,1.12,908.31
BOTTOM,티모,4.5,7.5,4.5,1.65,24000.0,23873.0,26.5,11943.5,201.0,1847.5,0.0,779.43,387.88,0.86,775.31
BOTTOM,킨드레드,7.8,6.2,10.2,5.63,20338.6,21481.6,16.2,11405.2,164.6,1484.6,0.6,821.98,460.94,0.65,868.18
UTILITY,리븐,7.0,8.0,14.0,2.62,17297.0,24323.0,93.0,12257.0,69.0,1668.0,0.0,622.19,440.9,3.35,874.93
JUNGLE,요네,9.33,6.56,6.44,2.45,25334.2222,27131.0,27.8889,13754.3333,204.4444,1647.44,2.0,922.67,500.93,1.02,988.11
BOTTOM,그레이브즈,6.25,6.38,11.38,4.51,25150.75,28129.625,23.625,14257.375,223.75,1794.62,0.62,840.87,476.67,0.79,940.46
BOTTOM,렝가,14.67,7.78,10.89,5.41,34689.2222,36200.3333,26.2222,14733.1111,175.4444,1598.11,0.44,1302.38,553.14,0.98,1359.12
UTILITY,갱플랭크,0.0,10.0,6.0,0.6,14740.0,23878.0,38.0,9355.0,105.0,1556.0,0.0,568.38,360.73,1.47,920.75
UTILITY,나르,3.0,6.5,6.0,1.36,18228.0,22739.0,105.5,8523.0,45.0,1737.5,0.5,629.46,294.32,3.64,785.23
MIDDLE,세나,3.0,5.0,6.5,1.9,14811.5,18046.5,16.0,10319.5,184.0,1518.0,0.5,585.43,407.89,0.63,713.3
UTILITY,나피리,4.2,8.2,9.8,2.03,19043.6,22448.6,80.6,9136.4,49.0,1599.4,0.4,714.4,342.74,3.02,842.14
JUNGLE,우르곳,8.0,4.75,7.88,4.91,18162.5,25340.625,38.0,13116.875,194.75,1680.5,0.25,648.47,468.32,1.36,904.75
MIDDLE,니달리,3.0,5.5,2.0,1.92,9699.0,22128.5,16.5,7983.5,162.0,1304.5,2.5,446.1,367.2,0.76,1017.79
BOTTOM,카타리나,11.0,7.0,10.0,3.06,40548.5,39062.0,37.5,15984.0,217.0,2026.5,0.0,1200.55,473.25,1.11,1156.54
TOP,바드,8.0,1.0,16.0,24.0,19994.0,19286.0,23.0,11105.0,158.0,1516.0,1.0,791.32,439.51,0.91,763.3
BOTTOM,제드,8.0,5.0,9.5,3.5,26923.0,21825.5,17.0,14398.5,190.5,1618.5,0.0,998.07,533.77,0.63,809.1
TOP,샤코,4.0,6.0,5.33,1.83,25619.0,22038.3333,17.5,9087.3333,144.6667,1658.67,2.0,926.73,328.72,0.63,797.21
BOTTOM,오리아나,2.5,4.0,6.0,3.92,11360.5,11012.0,18.5,7857.0,142.5,1186.0,0.0,574.73,397.49,0.94,557.1
MIDDLE,오공,4.8,6.4,6.6,2.34,17812.4,26152.4,26.8,10805.2,189.2,1661.4,1.4,643.28,390.22,0.97,944.47
MIDDLE,브라이어,6.85,7.46,8.31,2.59,20274.3077,31746.6923,17.7692,10896.8462,156.3846,1686.62,2.15,721.24,387.65,0.63,1129.36
MIDDLE,미스 포츈,4.33,6.67,4.33,1.24,18979.3333,18146.0,9.6667,10511.0,175.6667,1250.33,0.67,910.77,504.39,0.46,870.78
TOP,렐,1.5,6.0,7.5,1.75,14240.5,26311.0,16.0,8381.5,152.0,1519.0,0.5,562.5,331.07,0.63,1039.28
MIDDLE,렉사이,4.5,8.5,8.5,2.02,19879.0,35203.5,27.0,10945.5,141.5,1731.0,1.0,689.05,379.39,0.94,1220.23
UTILITY,시비르,0.0,10.0,2.0,0.2,2533.0,21775.0,5.0,8566.0,111.0,1922.0,0.0,79.07,267.41,0.16,679.76
TOP,킨드레드,5.0,3.0,4.0,3.0,14348.0,20206.0,36.0,13597.0,262.0,1850.0,2.0,465.34,440.98,1.17,655.33
TOP,닐라,4.0,8.0,7.0,1.38,26341.0,40397.0,43.0,13722.0,280.0,2186.0,1.0,722.99,376.63,1.18,1108.79
UTILITY,마스터 이,9.67,8.33,9.67,3.37,26028.6667,25114.6667,63.3333,12625.6667,79.6667,1624.0,2.33,961.65,466.47,2.34,927.88
BOTTOM,신 짜오,5.0,14.0,8.5,1.04,17953.5,35387.0,14.0,10918.5,127.0,1613.5,1.0,667.62,406.02,0.52,1315.91
TOP,노틸러스,2.5,5.0,9.0,3.07,20000.0,28433.5,30.0,10017.5,189.5,1787.5,1.5,671.33,336.25,1.01,954.41
BOTTOM,마스터 이,4.0,8.0,2.0,0.75,8317.0,18713.0,27.0,8829.0,145.0,1398.0,0.0,356.95,378.93,1.16,803.13
JUNGLE,스몰더,1.0,2.0,0.0,0.5,5356.0,14858.0,24.0,6937.0,147.0,1208.0,0.0,266.03,344.55,1.19,737.98
MIDDLE,타릭,0.0,7.0,1.0,0.14,5032.5,23769.5,15.5,6321.0,145.0,1279.5,0.0,235.99,296.41,0.73,1114.63
TOP,릴리아,1.0,4.0,2.5,1.58,7558.5,13962.0,7.5,5346.5,108.0,922.5,0.5,491.61,347.74,0.49,908.1
UTILITY,퀸,4.5,6.0,17.0,3.67,19853.0,28459.5,98.5,10727.0,38.0,1841.5,1.5,646.85,349.51,3.21,927.27
BOTTOM,나피리,10.0,11.0,11.0,1.91,37696.0,36953.0,42.0,16260.0,234.0,2150.0,0.0,1051.98,453.77,1.17,1031.25
JUNGLE,카밀,8.0,7.5,11.5,3.05,22713.0,35962.0,33.5,12818.0,178.0,1676.5,1.0,812.87,458.74,1.2,1287.04
BOTTOM,니코,6.0,6.0,8.5,3.61,20907.5,21130.0,23.0,12245.0,207.5,1656.0,0.0,757.52,443.66,0.83,765.58
TOP,제라스,5.0,6.0,16.0,3.5,38657.0,29106.0,39.0,13368.0,219.0,2113.0,0.0,1097.69,379.59,1.11,826.48
UTILITY,나서스,1.0,6.5,20.0,3.65,8586.0,31874.5,76.0,8623.5,29.0,1627.0,0.5,316.63,318.01,2.8,1175.46
MIDDLE,잔나,4.0,5.0,20.0,4.8,25798.0,22534.0,13.0,12559.0,172.0,1718.0,2.0,900.98,438.61,0.45,786.98
TOP,잔나,5.0,7.0,26.0,4.43,14889.0,29576.0,29.0,11152.0,130.0,1970.0,1.0,453.47,339.65,0.88,900.79
TOP,트위치,2.0,6.0,1.0,0.5,8242.0,11765.0,7.0,4583.0,71.0,925.0,0.0,534.62,297.28,0.45,763.14
JUNGLE,드레이븐,13.0,9.0,6.0,2.11,25004.0,27295.0,31.0,16477.0,156.0,1648.0,3.0,910.34,599.89,1.13,993.75
JUNGLE,하이머딩거,5.0,9.0,12.0,1.89,20726.0,28235.0,38.0,11309.0,161.0,1717.0,0.0,724.26,395.19,1.33,986.66
UTILITY,케인,1.0,7.0,8.0,1.29,12805.0,24864.0,58.0,7622.0,51.0,1560.0,0.0,492.5,293.15,2.23,956.31
JUNGLE,아펠리오스,5.0,7.0,3.0,1.14,16752.0,23855.0,59.0,12302.0,225.0,1753.0,0.0,573.37,421.06,2.02,816.49
UTILITY,드레이븐,0.0,1.0,0.0,0.0,382.0,3683.0,7.0,3935.0,60.0,933.0,0.0,24.57,253.05,0.45,236.85
UTILITY,볼리베어,2.0,7.0,11.0,1.86,12193.0,34104.0,118.0,9026.0,45.0,1981.0,0.0,369.3,273.38,3.57,1032.93
UTILITY,빅토르,7.0,15.0,19.0,1.73,28803.0,26119.0,73.0,11352.0,19.0,1659.0,0.0,1041.7,410.56,2.64,944.63
JUNGLE,트위스티드 페이트,6.0,7.0,13.0,2.71,23167.0,31258.0,47.0,14170.0,184.0,1882.0,0.0,738.59,451.75,1.5,996.54
UTILITY,유나라,2.0,13.0,7.0,0.69,14638.0,27318.0,34.0,10282.0,153.0,1658.0,2.0,529.72,372.09,1.23,988.59
BOTTOM,라칸,4.0,7.0,9.0,1.86,6874.0,23820.0,60.0,8289.0,33.0,1658.0,0.0,248.76,299.96,2.17,862.0
JUNGLE,라이즈,4.0,12.0,9.0,1.08,27550.0,66347.0,54.0,18309.0,312.0,3081.0,1.0,536.51,356.55,1.05,1292.05
MIDDLE,밀리오,3.0,7.0,4.0,1.0,11558.0,26052.0,29.0,8544.0,147.0,1587.0,2.0,436.98,323.02,1.1,984.95
BOTTOM,오른,10.0,8.0,4.0,1.75,30435.0,60915.0,41.0,15352.0,218.0,2015.0,0.0,906.25,457.13,1.22,1813.85
TOP,자야,2.0,7.0,0.0,0.29,6245.0,12542.0,8.0,4873.0,102.0,926.0,2.0,404.64,315.75,0.52,812.66
TOP,미스 포츈,2.0,7.0,8.0,1.43,23439.0,20661.0,20.0,9575.0,189.0,1717.0,0.0,819.07,334.6,0.7,721.99
MIDDLE,칼리스타,8.0,5.0,1.0,1.8,30213.0,23832.0,33.0,13701.0,235.0,1656.0,4.0,1094.67,496.41,1.2,863.48
JUNGLE,카시오페아,3.0,6.0,9.0,2.0,31836.0,41584.0,51.0,13122.0,223.0,2028.0,1.0,941.89,388.22,1.51,1230.3
TOP,징크스,10.0,8.0,10.0,2.5,39528.0,38356.0,12.0,17367.0,281.0,1946.0,0.0,1218.75,535.47,0.37,1182.61
MIDDLE,소나,1.0,4.0,1.0,0.5,8468.0,15744.0,17.0,8024.0,195.0,1491.0,0.0,340.76,322.9,0.68,633.56
MIDDLE,람머스,3.0,2.0,9.5,6.17,13187.5,26485.5,20.0,10188.5,150.0,1564.5,1.0,505.75,390.74,0.77,1015.74
