position,champion,item_name,pick_count,win_count,win_rate
JUNGLE,럼블,2 체력 물약,1,1,100.0
JUNGLE,럼블,새끼 바람돌이 + 체력 물약,1,0,0.0
JUNGLE,럼블,새끼 이끼쿵쿵이 + 체력 물약,2,1,50.0
JUNGLE,럼블,새끼 화염발톱,11,4,36.36363636363637
JUNGLE,럼블,새끼 화염발톱 + 체력 물약,32,13,40.625
JUNGLE,렉사이,2 새끼 바람돌이,2,0,0.0
JUNGLE,렉사이,2 새끼 화염발톱,1,0,0.0
JUNGLE,렉사이,2 체력 물약,6,2,33.33333333333333
JUNGLE,렉사이,새끼 바람돌이,212,119,56.132075471698116
JUNGLE,렉사이,새끼 바람돌이 + 새끼 이끼쿵쿵이,4,2,50.0
JUNGLE,렉사이,새끼 바람돌이 + 새끼 화염발톱,45,25,55.55555555555556
JUNGLE,렉사이,새끼 바람돌이 + 체력 물약,419,239,57.04057279236277
JUNGLE,렉사이,새끼 이끼쿵쿵이,8,3,37.5
JUNGLE,렉사이,새끼 이끼쿵쿵이 + 새끼 화염발톱,4,0,0.0
JUNGLE,렉사이,새끼 이끼쿵쿵이 + 체력 물약,78,47,60.256410256410255
